_label,group,summary_count,summary_pruned_count,duration_ms_avg,duration_ms_max,traversed_avg,pruned_avg,commit_count_avg,avg_ops_avg,avg_bytes_avg,avg_commit_ms_avg,max_ops_max,max_bytes_max,max_commit_ms_max,config_lock_max_ms,config_batch_max_ms,config_batch_max_ops,config_batch_max_bytes,config_batch_max_blocks,config_batch_bodies,_file
maxops10k,full-batch (bodies+headers),108,76,149.09259259259258,272.0,159.8148148148148,139.22222222222223,1.0648148148148149,3003.912037037037,136373.83796296295,2.216222222222222,4705.0,215678.0,14.406,25,50,10000,4194304,256,1,simpa-prune-maxops10k-20260113-154240.csv
reach-maxbytes16m,reach-batched (no bodies),108,76,151.08333333333334,301.0,153.37037037037038,139.5185185185185,90.69565217391305,1304.016304347826,62595.22282608696,0.9352065217391304,3785.0,180250.0,4.817,25,50,50000,16777216,256,0,simpa-prune-reach-maxbytes16m-20260113-174538.csv
reach-maxbytes4m,reach-batched (no bodies),108,76,151.09259259259258,273.0,154.22222222222223,139.92592592592592,91.18478260869566,1334.6657608695652,64228.114130434784,1.0020489130434782,3777.0,183915.0,4.329,25,50,50000,4194304,256,0,simpa-prune-reach-maxbytes4m-20260113-174052.csv
reach-maxblocks128,reach-batched (no bodies),108,76,159.37037037037038,326.0,154.25925925925927,139.85185185185185,91.58152173913044,725.6046195652174,35159.53809782609,0.6385923913043479,2269.0,111318.0,4.297,25,50,50000,4194304,128,0,simpa-prune-reach-maxblocks128-20260113-170126.csv
reach-maxblocks64,reach-batched (no bodies),108,76,163.82407407407408,710.0,152.40740740740742,139.55555555555554,91.28260869565217,376.14130434782606,18372.364130434784,0.3174565217391304,1180.0,59395.0,2.923,25,50,50000,4194304,64,0,simpa-prune-reach-maxblocks64-20260113-165551.csv
lock10,full-batch (bodies+headers),108,76,164.24074074074073,283.0,154.07407407407408,139.74074074074073,1.9907407407407407,1390.5756481481483,63973.869629629626,1.0705462962962964,3564.0,161768.0,3.42,10,20,50000,4194304,256,1,simpa-prune-lock10-20260113-151335.csv
lock100,full-batch (bodies+headers),108,76,168.82407407407408,313.0,153.44444444444446,139.62962962962962,1.0,3086.5925925925926,139895.14814814815,2.6331018518518516,4576.0,208983.0,5.387,100,200,50000,4194304,256,1,simpa-prune-lock100-20260113-183532.csv
maxblocks10,full-batch (bodies+headers),108,76,170.94444444444446,463.0,152.40740740740742,139.5185185185185,15.925925925925926,163.0637037037037,8220.838148148148,0.20171296296296296,314.0,18214.0,4.657,25,50,50000,4194304,10,1,simpa-prune-maxblocks10-20260113-181203.csv
reach-maxblocks15,reach-batched (no bodies),108,76,174.62037037037038,374.0,153.44444444444446,139.92592592592592,96.48913043478261,112.17190217391305,5807.215597826086,0.139625,371.0,21298.0,5.768,25,50,50000,4194304,15,0,simpa-prune-reach-maxblocks15-20260113-182940.csv
reach-lock100,reach-batched (no bodies),108,76,175.08333333333334,308.0,154.8148148148148,139.4814814814815,91.45652173913044,1456.6521739130435,69770.06521739131,1.3191847826086955,3646.0,173956.0,4.884,100,200,50000,4194304,256,0,simpa-prune-reach-lock100-20260113-185905.csv
maxops100k,full-batch (bodies+headers),108,76,178.0,337.0,154.59259259259258,139.55555555555554,1.25,2675.3488888888887,121659.79944444445,1.9084722222222223,4615.0,209587.0,4.476,25,50,100000,4194304,256,1,simpa-prune-maxops100k-20260113-155215.csv
reach-lock500,reach-batched (no bodies),108,76,178.55555555555554,366.0,156.11111111111111,139.88888888888889,92.21739130434783,1462.304347826087,69998.84782608696,1.354070652173913,3728.0,178116.0,5.984,500,1000,50000,4194304,256,0,simpa-prune-reach-lock500-20260113-190450.csv
maxblocks15,full-batch (bodies+headers),108,76,197.10185185185185,348.0,154.5185185185185,139.25925925925927,10.925925925925926,229.7637037037037,11442.96037037037,0.2840648148148148,568.0,32241.0,3.918,25,50,50000,4194304,15,1,simpa-prune-maxblocks15-20260113-182335.csv
control-bps5,full-batch (bodies+headers),108,76,200.22222222222223,492.0,155.8148148148148,139.62962962962962,1.4814814814814814,2134.0617592592594,96905.40583333334,2.2047037037037036,4569.0,205797.0,7.045,25,50,50000,4194304,256,1,simpa-prune-control-bps5-20260113-144849.csv
lock500,full-batch (bodies+headers),108,76,201.0,318.0,153.77777777777777,139.5185185185185,1.0,3098.4074074074074,140735.88888888888,2.640592592592593,4691.0,215692.0,5.949,500,1000,50000,4194304,256,1,simpa-prune-lock500-20260113-184729.csv
unbatched,full-batch (bodies+headers),108,76,208.25,429.0,153.92592592592592,139.7037037037037,154.92592592592592,24.12888888888889,1509.5107407407409,0.04187037037037037,128.0,8616.0,3.671,25,0,1,1,1,1,simpa-prune-unbatched-20260113-150550.csv
reach-maxops100k,reach-batched (no bodies),108,76,233.5648148148148,946.0,155.74074074074073,139.2962962962963,92.3586956521739,1027.2370108695652,49446.02559782609,0.9070380434782609,3691.0,176831.0,8.535,25,50,100000,4194304,256,0,simpa-prune-reach-maxops100k-20260113-172911.csv
reach-maxblocks10,reach-batched (no bodies),108,76,234.5,493.0,154.03703703703704,139.62962962962962,99.8804347826087,85.86239130434782,4647.765434782608,0.12046195652173912,372.0,24292.0,18.303,25,50,50000,4194304,10,0,simpa-prune-reach-maxblocks10-20260113-181741.csv
maxbytes16m,full-batch (bodies+headers),108,76,236.49074074074073,653.0,154.40740740740742,140.1851851851852,1.7777777777777777,1753.559537037037,80153.67962962964,1.7681018518518519,5451.0,248824.0,9.956,25,50,50000,16777216,256,1,simpa-prune-maxbytes16m-20260113-161353.csv
reach-maxblocks256,reach-batched (no bodies),108,76,248.86111111111111,961.0,153.7037037037037,139.44444444444446,91.20108695652173,895.4895108695653,43090.83038043478,0.903625,4426.0,213476.0,51.173,25,50,50000,4194304,256,0,simpa-prune-reach-maxblocks256-20260113-170652.csv
reach-maxops50k,reach-batched (no bodies),108,76,285.26851851851853,583.0,156.74074074074073,139.59259259259258,93.21739130434783,663.5102173913044,32119.33342391304,0.7440108695652173,3605.0,173617.0,7.936,25,50,50000,4194304,256,0,simpa-prune-reach-maxops50k-20260113-172153.csv
maxbytes1m,full-batch (bodies+headers),108,72,311.56481481481484,1341.0,154.37037037037038,139.96296296296296,1.9814814814814814,1705.1612037037037,77911.96009259259,1.8790925925925928,4463.0,202330.0,13.075,25,50,50000,1048576,256,1,simpa-prune-maxbytes1m-20260113-155715.csv
maxbytes4m,full-batch (bodies+headers),108,76,324.85185185185185,1131.0,156.0,139.74074074074073,1.8333333333333333,1903.1606481481483,86704.63601851852,2.057703703703704,4771.0,216020.0,16.413,25,50,50000,4194304,256,1,simpa-prune-maxbytes4m-20260113-160453.csv
reach-only,reach-batched (no bodies),108,76,359.6296296296296,1873.0,153.33333333333334,139.77777777777777,91.20108695652173,854.0973913043479,41206.83782608696,0.9994510869565217,3650.0,173851.0,69.098,25,50,50000,4194304,256,0,simpa-prune-reach-only-20260113-145559.csv
reach-maxops10k,reach-batched (no bodies),108,76,380.8703703703704,1646.0,152.74074074074073,139.77777777777777,90.94565217391305,713.8380434782609,34511.14684782609,0.9425163043478261,3615.0,173323.0,120.041,25,50,10000,4194304,256,0,simpa-prune-reach-maxops10k-20260113-171332.csv
